446.91,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000
5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000
5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000
5000,5000,5000,5000,5000,5000,5000,463.02,5000,5000,785.87,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,22.31,1.99
5000,5000,5000,5000,5000,590.9,5000,5000,52.91,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,356.62,5000,5000,5000,5000,5000,285.03,5000,5000,1.13,0.01
5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,995.11,5000,5000,6.38,49.45
5000,5000,5000,5000,98.38,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,89.61,5000,5000,5000,5000,5000,5000,5000,5000,0.14,0.05
5000,5000,5000,5000,392.19,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,87.14,5000,92.11,87.52,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,1.12,0.16
1189.52,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,445.2,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,0.42,0.03
5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,116.63,5000,5000,5000,5000,5000,5000,5000,5000,0.47,0.01
5000,97.3,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,162.21,432.56
5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,4.16,1.04
5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,302.68,5000,5000,5000,5000,5000,5000,5000,5000,5000,0.48,1.53
1089.35,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,0.42,0.04
5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,35.74,5000,5000,5000,0.73,0.08
5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,183.55,5000,180.59,177.53,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,0.6,0
5000,5000,5000,5000,5000,136.97,5000,5000,2597.78,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,659.16,5000,5000,5000,5000,5000,5000,5000,5000,5000,0.19,0.41
635.54,5000,5000,5000,5000,5000,5000,5000,39.28,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,523.44,5000,5000,5000,5000,5000,935.55,5000,5000,5000,5000,1.06,0.3
465.98,5000,815.88,5000,5000,5000,5000,165.05,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,380.5,15.41,5000,5000,0.66,0.33
956.26,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,471.21,5000,5000,5000,213.17,5000,5000,5000,5000,5000,0.5,0.48
5000,5000,5000,5000,5000,5000,5000,246.71,5000,5000,5000,260.17,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,452.47,5000,5000,5000,5000,111.18,5000,242.36,0.46,0.38
5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,494.84,5000,5000,5000,5000,5000,5000,5000,5000,1.11,0.75
5000,5000,5000,5000,5000,5000,5000,317.04,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,669.29,5000,5000,5000,5000,5000,5000,5000,3.46,5000,5000,5000,12.77,4.39
5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000
380.13,5000,9278.72,607.65,251.77,5000,957.11,228.06,946.94,88.89,326.99,3.6,5000,528.72,544.51,5000,386.53,347.45,224.63,218.88,234.89,219.61,219.93,405.69,397.07,435.5,1516.3,377.83,954.66,286.52,495.12,447.75,5000,5000,213.15,5000,5000
